,0,1
54834,"  Lekki, Lagos","140,000"
54835,"  Diamond Estate, Sangotedo, Ajah, Lagos","650,000"
54836,"  Off Ajayi Bembe, Parkview, Ikoyi, Lagos","4,500,000"
54837,"  Lekki Phase 1, Lekki, Lagos","1,200,000"
54838,"  Lekki Phase 1, Lekki, Lagos","60,000"
54839,"  Lekki Phase 1, Lekki, Lagos","120,000"
54840,"  Lekki Phase 1, Lekki, Lagos",₦
54841,"  Lekki Phase 1, Lekki, Lagos",₦
54842,"  Lekki Phase 1, Lekki, Lagos",₦
54843,"  Lekki Phase 1, Lekki, Lagos",₦
54844,"  Sangotedo, Ajah, Lagos",$
54845,"  Close To Four Point Hotel, Oniru, Victoria Island (VI), Lagos",₦
54846,"  Mini Estate, Chevron., Lekki, Lagos",₦
54847,"  Not Far From Gra Ikeja, Off Opebi, Opebi, Ikeja, Lagos",₦
54848,"  Off Bode Thomas, Bode Thomas, Surulere, Lagos",₦
54849,"  Magodo Phase 1, GRA, Magodo, Lagos",₦
54850,"  Gated Estate Opp Victory Park Estate., Osapa, Lekki, Lagos",₦
54851,"  Off Addo Road Near Infinity Estate., Ado, Ajah, Lagos",₦
54852,"  Olodo Iwo Road, Ibadan, Oyo",₦
54853,"  Osapa London, Osapa, Lekki, Lagos",₦
54854,"  Dideolu Estate, Oniru, Victoria Island (VI), Lagos",₦
54855,"  Ikoyi, Lagos",₦
54856,"  Animashaun Oni Street, Sangotedo, Ajah, Lagos",₦
54857,"  Paradise Estate Opposite Ebano On Chevron Drive., Lekki, Lagos",₦
54858,"  Lekki Phase 1, Lekki, Lagos",₦
54859,"  Maitama District, Abuja",₦
54860,"  Maitama District, Abuja","3,000,000"
54861,"  Maitama District, Abuja","10,000,000"
54862,"  Off Emma Abimbola Street, Lekki Phase 1, Lekki, Lagos","4,500,000"
54863,"  Wuse 2, Abuja","7,000,000"
54864,"  Victoria Island (VI), Lagos","2,500,000"
54865,"  Ikate Elegushi, Lekki, Lagos","800,000"
54866,"  In A Secure & Gated Estate In Yaba., Yaba, Lagos","12,000,000"
54867,"  Asenuga, Opebi, Ikeja, Lagos","40,000"
54868,"  Foot Of Alagbole Bridge, Ojodu, Lagos","25,000"
54869,"  Askamaya Crescent, Ikota, Lekki, Lagos","25,000"
54870,"  By Blenco Supermarket Road, Olokonla, Ajah, Lagos","40,000"
54871,"  By First Point Hotel Oniru, Oniru, Victoria Island (VI), Lagos","40,000"
54872,"  Last Bustop, Ago Palace, Isolo, Lagos","2,500,000"
54873,"  Behind Mega Chicken, Ikota, Lekki, Lagos","10,000,000"
54874,"  Flamingo Street Liberty Garden Estate, Abela Area Ile Tuntun, Nihort, Jericho, Ibadan, Oyo","7,000,000"
54875,"  Freedom Way Lekki, Lekki, Lagos","4,500,000"
54876,"  Bako Estate, Irawo Bus Stop, After Owode, Ketu, Lagos","2,500,000"
54877,"  Taiwo Adewunmi Street Oko Oba Gra Scheme 1, New Oko-Oba, Agege, Lagos","1,500,000"
54878,"  Off Corporation Drive Dolphin Estate., Osborne, Ikoyi, Lagos","140,000"
54879,"  Lekki Phase 1, Lekki, Lagos","3,500,000"
54880,"  Lekki Phase 2, Lekki, Lagos","250,000"
54881,"  Oniru, Victoria Island (VI), Lagos",₦
54882,"  Off Orchid Road, South Point Estate, Lekki Expressway, Lekki, Lagos",₦
54883,"  Gbetu Newroad, Awoyaya, Ibeju Lekki, Lagos",₦
54884,"  Lekki Phase 1, Lekki, Lagos",₦
54885,"  Lekki Phase 1, Lekki, Lagos",₦
54886,"  Solomade Estate, Ikorodu, Lagos",₦
54887,"  Ikota Villa Estate, Ikota, Lekki, Lagos",₦
54888,"  United Estate, Sangotedo, Ajah, Lagos",₦
54889,"  Deeperlife Axis, Soluyi, Gbagada, Lagos",₦
54890,"  Democracy Crescent Mapplewood Estate, New Oko-Oba, Agege, Lagos",$
54891,"  Greenville Estate Badore., Badore, Ajah, Lagos",₦
54892,"  Plot 5, Chief Yesufu Abiodun Street, Oniru, Victoria Island (VI), Lagos",₦
54893,"  United Estate., Sangotedo, Ajah, Lagos",₦
54894,"  Badore Road By Silverpoint Estate, Badore, Ajah, Lagos",₦
54895,"  Okunola., Egbeda, Alimosho, Lagos",₦
54896,"  Lekki Phase 1, Lekki, Lagos",₦
54897,"  Sangotedo, Ajah, Lagos",₦
54898,"  El Shadai Baptist Church,agbowo, Agbowo, Ibadan, Oyo",$
54899,"  Akin Adesola, Victoria Island (VI), Lagos",$
54900,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",$
54901,"  Orchid Hotel Road By Second Tollgate, Chevron, Lafiaji, Lekki, Lagos","3,000,000"
54902,"  Orchid Hotel Road By Second Tollgate, Lafiaji, Lekki, Lagos","3,500,000"
54903,"  Ikota, Lekki, Lagos","4,500,000"
54904,"  Kusenla Road., Ikate Elegushi, Lekki, Lagos","600,000"
54905,"  Banana Island, Ikoyi, Lagos","2,000,000"
54906,"  Lekki Phase 1, Lekki, Lagos","3,500,000"
54907,"  Gerrard Road, Old Ikoyi, Ikoyi, Lagos","400,000"
54908,"  Osborne, Ikoyi, Lagos","550,000"
54909,"  Osborne, Ikoyi, Lagos","250,000"
54910,"  Gwarinpa, Gwarinpa, Abuja","800,000"
54911,"  Ikota, Lekki, Lagos","1,500,000"
54912,"  Odogunyan, Ikorodu, Lagos","150,000"
54913,"  Plot 21, Possibility Estate, Balogun, Erunwen, Ikorodu, Lagos","550,000"
54914,"  VGC, Lekki, Lagos","3,500,000"
54915,"  Primewater View Estate, Lekki Phase 1, Lekki, Lagos","3,500,000"
54916,"  Ikate Elegushi, Lekki, Lagos","9,000,000"
54917,"  Durumi, Abuja","150,000"
54918,"  Banana Island Estate, Ikoyi, Lagos","2,500,000"
54919,"  Onikoyi, Banana Island, Ikoyi, Lagos","2,700,000"
54920,"  Off Bayeiku Road, Igbogbo, Ikorodu, Lagos","6,000,000"
54921,"  Lekki Phase 1, Lekki, Lagos","1,800,000"
54922,"  Banana Island, Banana Island, Ikoyi, Lagos",₦
54923,"  Lekki Phase 1, Lekki, Lagos",₦
54924,"  Oniru, Victoria Island (VI), Lagos",₦
54925,"  Area 1, Garki, Abuja",₦
54926,"  Idado/agungi, Idado, Lekki, Lagos",₦
54927,"  Off Queens Drive, Old Ikoyi, Ikoyi, Lagos",₦
54928,"  Sunrise Hills, Asokoro District, Abuja",₦
54929,"  Maitama / Wuse 2, Maitama District, Abuja",₦
54930,"  Maitama / Wuse 2, Maitama District, Abuja",₦
54931,"  Maitama / Wuse 2, Maitama District, Abuja",₦
54932,"  Sunrise Hills, Asokoro District, Abuja",₦
54933,"  Orchid Road, Lekki Phase 2, Lekki, Lagos",₦
54934,"  Off Glover Road, Old Ikoyi, Ikoyi, Lagos",₦
54935,"  Off Glover, Old Ikoyi, Ikoyi, Lagos",₦
54936,"  Osapa, Lekki, Lagos",₦
54937,"  Back Of Novare Mall, Sangotedo Lekki, Sangotedo, Ajah, Lagos",₦
54938,"  Lekki Peninsula Scheme 2 Abraham Adesanya, Ajiwe, Ajah, Lagos",₦
54939,"  New Town Estate, Ogombo, Ajah, Lagos",₦
54940,"  Lekki, Lagos",₦
54941,"  Peace Land Estate, Ogombo, Ajah, Lagos",₦
54942,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","3,000,000"
54943,"  Ilasan, Lekki, Lagos","10,000,000"
54944,"  Mende, Maryland, Lagos","3,500,000"
54945,"  Area 1, Garki, Abuja","1,000,000"
54946,"  Lekki Right, Lekki, Lagos","250,000"
54947,"  Jakande, Osapa, Lekki, Lagos","600,000"
54948,"  Goodnews Estate, Terra-annex, Sangotedo, Ajah, Lagos","2,500,000"
54949,"  Durumi, Abuja","2,500,000"
54950,"  United Estate, Sangotedo, Ajah, Lagos","700,000"
54951,"  Banana Island, Ikoyi, Lagos","650,000"
54952,"  Freedom Way,3rd Roundabout, Ikate Elegushi, Lekki, Lagos","1,500,000"
54953,"  Orisunbare, Alimosho, Lagos","55,000"
54954,"  Awoyaya Bus Stop, Awoyaya, Ibeju Lekki, Lagos","1,300,000"
54955,"  Mabuchi, Abuja","15,000,000"
54956,"  Ikotun, Orisunbare, Alimosho, Lagos","200,000"
54957,"  Peaceville Estate, Badore, Ajah, Lagos","4,500,000"
54958,"  Greenville Estate, Badore, Ajah, Lagos","60,000"
54959,"  Lekki Phase 1, Lekki, Lagos","800,000"
54960,"  Lec Apartments, Maitama District, Abuja","3,000,000"
54961,"  Beresford Mews, Maitama District, Abuja","3,000,000"
54962,"  Citi Heights, Maitama District, Abuja","2,800,000"
54963,"  Lekki Phase 1, Lekki, Lagos",₦
54964,"  Chevron, Lekki Phase 2, Lekki, Lagos",₦
54965,"  Ikate, Lekki Phase 2, Lekki, Lagos",₦
54966,"  Orchid Hotel Road., Lafiaji, Lekki, Lagos",₦
54967,"  Ikota, Lekki, Lagos",₦
54968,"  Main Asokoro, Asokoro District, Abuja",₦
54969,"  Ajah, Lagos",₦
54970,"  Thomas Estate, Ajah, Lagos",₦
54971,"  Abraham Adesanya, Ajah, Lagos",₦
54972,"  Thomas Estate, Ajah, Lagos",₦
54973,"  Lekki Peninsula Scheme 2, Abraham Adesanya, Ajiwe, Ajah, Lagos",₦
54974,"  Lekki Phase 1, Lekki, Lagos",₦
54975,"  Taiwo Way Off Akerele By Ogunlana Drive, Ogunlana, Surulere, Lagos",₦
54976,"  Osapa, Lekki, Lagos",₦
54977,"  Chevy View Estate, Lekki Phase 2, Lekki, Lagos",₦
54978,"  Off Ogudu Road. Ramat, Ogudu, Lagos",₦
54979,"  Osajin Area, Ajibode, Ibadan, Oyo",₦
54980,"  Stella Maris Road, Life Camp, Gwarinpa, Abuja",₦
54981,"  Gated Estate Off City Of David Church Road., Oniru, Victoria Island (VI), Lagos",₦
54982,"  Orange Island, Lekki, Lagos",₦
54983,"  Ochid Road Chevron, Lekki Phase 2, Lekki, Lagos","3,000,000"
54984,"  Lekki Phase 1, Lekki, Lagos","2,000,000"
54985,"  Atlantic View Estate New Road., Lekki Phase 2, Lekki, Lagos","4,500,000"
54986,"  Chevy View Estate Chevron, Lekki, Lagos","3,000,000"
54987,"  Off Ihuntayi Street, Oniru, Victoria Island (VI), Lagos","3,000,000"
54988,"  Lugbe District, Abuja","4,500,000"
54989,"  Ikate, Lekki Phase 1, Lekki, Lagos","2,000,000"
54990,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos","2,500,000"
54991,"  Chevy View Chevron Drive, Lekki Phase 2, Lekki, Lagos","2,000,000"
54992,"  Second Toll Gate, Lekki, Lagos","1,500,000"
54993,"  Lekki Phase 1, Lekki, Lagos","1,500,000"
54994,"  Olokonla Ajah, Lekki, Lagos","2,000,000"
54995,"  Chevy View Off Chevron Drive, Lekki Phase 2, Lekki, Lagos","1,000,000"
54996,"  Ochid Road Chevron Toll Gate Area ,, Lekki Phase 2, Lekki, Lagos","3,500,000"
54997,"  Chevron By Southern View Estate Chevron Toll Gate, Lekki Phase 2, Lekki, Lagos","2,500,000"
54998,"  Chevron, Lekki Phase 2, Lekki, Lagos","7,000,000"
54999,"  Ikota, Lekki, Lagos",500
55000,"  Osapa London, Lekki Phase 2, Lekki, Lagos","3,500,000"
55001,"  Idado, Lekki, Lagos","1,700,000"
55002,"  Lekki, Lagos","1,800,000"
55003,"  Canal West Estate, Osapa, Lekki, Lagos","1,200,000"
55004,"  Osapa, Lekki, Lagos",₦
55005,"  Lekki Phase 1, Lekki, Lagos",₦
55006,"  Off Aso Street Parkview Estate Ikoyi, Parkview, Ikoyi, Lagos",₦
55007,"  Osapa, Lekki, Lagos",₦
55008,"  Ikosi, Off Cmd Road, Magodo, Lagos",₦
55009,"  Bayeku, Igbogbo, Ikorodu, Lagos",₦
55010,"  Ado, Ajah, Lagos",₦
55011,"  Ologolo, Lekki, Lagos",₦
55012,"  Pinnock/shoprite Road, Osapa, Lekki, Lagos",₦
55013,"  Morgan Estate, Ojodu, Lagos",₦
55014,"  Majek1, Sangotedo, Ajah, Lagos",$
55015,"  10/10 Bustop., Ago Palace, Isolo, Lagos",₦
55016,"  Eko Pearl Tower, Eko Atlantic City, Lagos",₦
55017,"  Idris-gidado Street, Wuye, Abuja",₦
55018,"  Banana Island, Ikoyi, Lagos",₦
55019,"  Victoria Island (VI), Lagos",₦
55020,"  Ikate Elegushi, Lekki, Lagos",₦
55021,"  Adetokunbo Ademola Crescent, Wuse 2, Abuja",₦
55022,"  Sangotedo, Ajah, Lagos",₦
55023,"  Oniru, Victoria Island (VI), Lagos",₦
55024,"  Empire Homes, Lafiaji, Lekki, Lagos","3,000,000"
55025,"  Off Orch Hotel Road, Lafiaji, Lekki, Lagos","650,000"
55026,"  Lekki Phase 1, Lekki, Lagos","1,200,000"
55027,"  Victoria Island (VI), Lagos","4,000,000"
55028,"  Agungi, Lekki, Lagos","3,000,000"
55029,"  Lekki Agungi Phase 1, Agungi, Lekki, Lagos","2,500,000"
55030,"  Lekki Phase 1, Lekki, Lagos","1,700,000"
55031,"  Lekki Phase 1, Lekki, Lagos","1,800,000"
55032,"  Oniru, Victoria Island (VI), Lagos","4,000,000"
55033,"  Peter Odili Road, Trans Amadi, Port Harcourt, Rivers","1,200,000"
55034,"  Off Adewunmi Adebimpe, Lekki Phase 1, Lekki, Lagos","1,800,000"
55035,"  Adeniran Ogunsanya, Surulere, Lagos","1,300,000"
55036,"  Osapa London, Osapa, Lekki, Lagos","900,000"
55037,"  Estate, Agungi, Lekki, Lagos","1,200,000"
55038,"  Parkview, Ikoyi, Lagos","4,000,000"
55039,"  Oniru, Victoria Island (VI), Lagos","7,000,000"
55040,"  Oniru, Victoria Island (VI), Lagos","700,000"
55041,"  Oniru, Victoria Island (VI), Lagos","2,000,000"
55042,"  Harmony Estate Owode, Ado, Ajah, Lagos","1,800,000"
55043,"  Alogba Estate, Ebute, Ikorodu, Lagos","250,000"
55044,"  Green Leaf Estate, Ebute, Ikorodu, Lagos","8,000,000"
55045,"  Ikate Elegushi, Lekki, Lagos",₦
55046,"  Off Yaba College Of Technology Road., Abule Oja, Yaba, Lagos",₦
55047,"  Lekki Phase 1, Lekki, Lagos",₦
55048,"  Ikate Elegushi, Lekki, Lagos",₦
55049,"  Professor Akiumi Akingbade Street Off Okuzu Street, Lekki Phase 1, Lekki, Lagos",₦
55050,"  Chevron, Lekki, Lagos",₦
55051,"  Crus Garden Estate Kusunla Road, Ikate Elegushi, Lekki, Lagos",₦
55052,"  Osapa London, Osapa, Lekki, Lagos",₦
55053,"  Ikota Villa Estate, Ikota, Lekki, Lagos",₦
55054,"  Off Kusenla Road, Ikate Elegushi, Lekki, Lagos",₦
55055,"  Lekki Phase 1, Lekki, Lagos",₦
55056,"  Jahi, Abuja",₦
55057,"  Utako, Abuja",₦
55058,"  Wuye, Abuja",₦
55059,"  Jahi, Abuja",₦
55060,"  Guzape District, Abuja",₦
55061,"  Off Kusenla Road, Ikate Elegushi, Lekki, Lagos",₦
55062,"  Old Ikoyi, Ikoyi, Lagos",₦
55063,"  Eko Hotel Axis, Victoria Island (VI), Lagos",₦
55064,"  Lekki Phase 1, Lekki, Lagos",₦
55065,"  Eleganza Orchid Road, Lekki Phase 1, Lekki, Lagos","3,000,000"
55066,"  Megamound Estate, Ikota, Lekki, Lagos","850,000"
55067,"  Allen, Ikeja, Lagos","3,800,000"
55068,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","4,500,000"
55069,"  Ilaje Moba Opposite Emerald Estate, Lekki Phase 2, Lekki, Lagos","1,300,000"
55070,"  Terra Annex, Sangotedo, Ajah, Lagos","1,000,000"
55071,"  Ori-oke, Ogudu, Lagos","2,300,000"
55072,"  Abijo After Novare Mall, Ajah, Lagos","750,000"
55073,"  Old Ikoyi, Ikoyi, Lagos","2,000,000"
55074,"  Old Ikoyi, Ikoyi, Lagos","4,000,000"
55075,"  Old Ikoyi, Ikoyi, Lagos","350,000"
55076,"  Old Ikoyi, Ikoyi, Lagos","100,000"
55077,"  Old Ikoyi Lagos, Old Ikoyi, Ikoyi, Lagos","3,000,000"
55078,"  Old Ikoyi, Ikoyi, Lagos","600,000"
55079,"  Banana Island, Ikoyi, Lagos","400,000"
55080,"  GRA, Magodo, Lagos","1,200,000"
55081,"  Off Daily Manna, Ori-oke, Ogudu, Lagos","1,400,000"
55082,"  Oworo, Gbagada, Lagos","600,000"
55083,"  Soluyi, Gbagada, Lagos","5,000,000"
55084,"  Ori-oke, Ogudu, Lagos","5,000,000"
55085,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos","800,000"
55086,"  Ikate Elegushi, Lekki, Lagos",₦
55087,"  Glory Estate, Ifako, Gbagada, Lagos",₦
55088,"  Along Ugbor Road, Benin, Oredo, Edo",₦
55089,"  Lekki Phase 1, Lekki, Lagos",₦
55090,"  Ologede Estate, New Garage, Challenge, Ibadan, Oyo",₦
55091,"  Ifako, Gbagada, Lagos",₦
55092,"  Olaseni Diya Olu Off Eloseh By Agboyin, Kilo, Surulere, Lagos",₦
55093,"  Chevron, Lekki Phase 2, Lekki, Lagos",₦
55094,"  Shoprite Road, Osapa, Lekki, Lagos",₦
55095,"  Bera Estate Chevron Drive, Idado, Lekki, Lagos",₦
55096,"  Canal West Estate, Osapa, Lekki, Lagos",₦
55097,"  Oniru, Victoria Island (VI), Lagos",₦
55098,"  Olokonla Close To Lagos Business School, Ajah, Lagos",₦
55099,"  At Lekki Scheme2 Off Ogombo Road, Ogombo, Ajah, Lagos",₦
55100,"  Therra Annex Estate, Sangotedo, Ajah, Lagos",$
55101,"  Lekki Scheme2 Off Ogombo Road, Ogombo, Ajah, Lagos",₦
55102,"  Majek Estate, Sangotedo, Ajah, Lagos",₦
55103,"  Osborne Phase Ii, Estate, Osborne, Ikoyi, Lagos",₦
55104,"  Parkview, Ikoyi, Lagos",₦
55105,"  Bakery Estate, Badore, Ajah, Lagos",₦
55106,"  Idado, Lekki, Lagos","3,000,000"
55107,"  Lekki Gardens Phase 3, Behind Lbs After Abraham Adesanya., Ajah, Lagos","700,000"
55108,"  Abraham Adesanya Estate Along Sangotedo, Sangotedo, Ajah, Lagos","250,000"
55109,"  Adeniyi Jones, Ikeja, Lagos","2,000,000"
55110,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","5,000,000"
55111,"  Adeniyi Jones, Ikeja, Lagos","90,000"
55112,"  Off Adebayo Doherty, Lekki Phase 1, Lekki, Lagos","3,000,000"
55113,"  Beach Gate Estate, Jakande, Lekki, Lagos","13,000,000"
55114,"  Off Adeola Odeku Street, Victoria Island (VI), Lagos","9,000,000"
55115,"  Beach Gate Road, Jakande, Lekki, Lagos","300,000"
55116,"  Pinnock Estate, Jakande, Lekki, Lagos","6,000,000"
55117,"  Thinkers Corner, Enugu, Enugu","7,000,000"
55118,"  Thinkers Corner, Enugu, Enugu","2,100,000"
55119,"  Thinkers Corner, Enugu, Enugu","3,000,000"
55120,"  Opposite Lekki Epe Expressway., Lakowe, Ibeju Lekki, Lagos","3,000,000"
55121,"  Lejina Bus Stop, Adamo, Ikorodu, Lagos","5,000,000"
55122,"  Osapa, Lekki, Lagos","4,500,000"
55123,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos","3,500,000"
55124,"  Dawaki, Gwarinpa, Abuja","5,000,000"
55125,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos","4,000,000"
55126,"  Lakowe, Lekki, Lagos","7,500,000"
55127,"  Ikoyi, Lagos",₦
55128,"  Main Lekki, Lekki Phase 1, Lekki, Lagos",₦
55129,"  Ago Palace, Isolo, Lagos",₦
55130,"  Lekki Phase 1, Lekki, Lagos",₦
55131,"  Lekki Phase 1, Lekki, Lagos",₦
55132,"  Green Ville Estate, Badore, Ajah, Lagos",₦
55133,"  Lekki Right, Lekki, Lagos",₦
55134,"  Lekki Phase 1, Lekki, Lagos",₦
55135,"  Lekki Phase 1, Lekki, Lagos",₦
55136,"  Lekki Phase 1, Lekki, Lagos",₦
55137,"  Lekki Phase 1, Lekki, Lagos",₦
55138,"  Lekki Phase 1, Lekki, Lagos",₦
55139,"  Idado, Lekki, Lagos",₦
55140,"  Oladimeji Aloo Street, Lekki Phase 1, Lekki, Lagos",₦
55141,"  Kara, Kara, Ibafo, Ogun",₦
55142,"  Unity Estate Magboro/ Kara, Kara, Ibafo, Ogun",₦
55143,"  Ilasan, Lekki, Lagos",₦
55144,"  Rockstone Estate, Badore, Ajah, Lagos",₦
55145,"  Osapa Extension, Osapa, Lekki, Lagos",₦
55146,"  Ocean Palm Estate, Sangotedo, Ajah, Lagos",₦
55147,"  Lekki Phase 1, Lekki, Lagos","3,000,000"
55148,"  Lekki Phase 1, Lekki, Lagos","3,500,000"
55149,"  Ikota Villa Estate/ Behind Mega Chicken, Ikota, Lekki, Lagos","2,200,000"
55150,"  Oniru, Victoria Island (VI), Lagos","900,000"
55151,"  Starcomms Estate, Berger, Arepo, Ogun","1,600,000"
55152,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","9,000,000"
55153,"  James Court Off Kushenla Road By Ikate Elegushi Lekki Lagos, Lekki Phase 1, Lekki, Lagos","7,000,000"
55154,"  Off Freedom Way, Lekki Phase 1, Lekki, Lagos","300,000"
55155,"  Off Freedom Way, Lekki Phase 1, Lekki, Lagos","4,000,000"
55156,"  Mega Mound Estate, Ikota, Lekki, Lagos","300,000"
55157,"  Oniru, Victoria Island (VI), Lagos","4,500,000"
55158,"  Lekki Phase 1, Lekki, Lagos","3,000,000"
55159,"  Lekki Phase 1, Lekki, Lagos","1,500,000"
55160,"  Anthony, Anthony, Maryland, Lagos","1,800,000"
55161,"  Ajao Estate, Isolo, Lagos","5,000,000"
55162,"  Osapa, Lekki, Lagos","4,000,000"
55163,"  Parkview Estate Ikoyi Lagos, Parkview, Ikoyi, Lagos","900,000"
55164,"  Bourdillon Court, Chevron, Lekki, Lagos","600,000"
55165,"  Acadia Groove, Osapa, Lekki, Lagos","2,000,000"
55166,"  Lekki Phase 1, Lekki, Lagos","4,500,000"
55167,"  Eko Atlantic, Victoria Island (VI), Lagos","2,500,000"
55168,"  Ogombo, Ajah, Lagos",₦
55169,"  Maitama, Maitama District, Abuja",₦
55170,"  Off Herbert Macaulay Road, Adekunle, Yaba, Lagos",₦
55171,"  By Marwa Second Roundabout, By Pinnacle Filling Station, Lekki Phase 1, Lekki, Lagos",₦
55172,"  Jakande, Lekki, Lagos",₦
55173,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
55174,"  Lekki Palmcity Estate, Ado, Ajah, Lagos",₦
55175,"  Abraham Adesanya Estate, Ajiwe, Ajah, Lagos",₦
55176,"  Lekki Right Hand Side, Lekki Phase 1, Lekki, Lagos",₦
55177,"  Gerard Road, Old Ikoyi, Ikoyi, Lagos",₦
55178,"  Within Banana Island Estate, Banana Island, Ikoyi, Lagos",₦
55179,"  Prime Waters Estate, Ikate Elegushi, Lekki, Lagos",₦
55180,"  Within Banana Island Estate, Banana Island, Ikoyi, Lagos",₦
55181,"  Old Ikoyi, Ikoyi, Lagos",₦
55182,"  New Oko-Oba, Agege, Lagos",₦
55183,"  Lekki Phase 1, Lekki, Lagos",₦
55184,"  Lekki Phase 1, Lekki, Lagos",₦
55185,"  Lekki Phase 1, Lekki, Lagos",₦
55186,"  Osapa, Lekki, Lagos",₦
55187,"  Off Admiralty Way Lekki Phase One, Lekki Phase 1, Lekki, Lagos",₦
55188,"  Oniru, Victoria Island (VI), Lagos","3,000,000"
55189,"  Lekki Phase 1, Lekki, Lagos","1,200,000"
55190,"  Oniru, Victoria Island (VI), Lagos","4,000,000"
55191,"  Oniru, Victoria Island (VI), Lagos","6,500,000"
55192,"  Lekki Phase 1, Lekki, Lagos","3,000,000"
55193,"  Lekki Phase 1, Lekki, Lagos","3,500,000"
55194,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","3,500,000"
55195,"  Lekki Phase 1, Lekki, Lagos","2,000,000"
55196,"  Victoria Island Extension, Victoria Island (VI), Lagos","6,000,000"
55197,"  Lekki Phase 1, Lekki, Lagos","2,500,000"
55198,"  Old Ikoyi, Ikoyi, Lagos","3,000,000"
55199,"  Banana Island, Ikoyi, Lagos","4,000,000"
55200,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","1,100,000"
55201,"  Lekki Phase 1, Lekki, Lagos","3,000,000"
55202,"  Banana Island, Ikoyi, Lagos","8,000,000"
55203,"  Lekki Phase 1, Lekki, Lagos","12,000,000"
55204,"  Lekki Phase 1, Lekki, Lagos","1,600,000"
55205,"  Lekki Phase 1, Lekki, Lagos","2,000,000"
55206,"  Lekki Phase 1, Lekki, Lagos","25,000,000"
55207,"  Off Isaac John Street, Ikeja GRA, Ikeja, Lagos","2,000,000"
55208,"  Jakande, Lekki, Lagos","3,500,000"
55209,"  Off Queen's Drive, Old Ikoyi, Ikoyi, Lagos",₦
55210,"  Ikota Villa, Ikota, Lekki, Lagos",₦
55211,"  Crown Court Estate, Oniru, Victoria Island (VI), Lagos",₦
55212,"  Bera Estate Off Chevron Drive, Lekki Phase 2, Lekki, Lagos",₦
55213,"  Ikota Villa, Ikota, Lekki, Lagos",₦
55214,"  Oniru, Victoria Island (VI), Lagos",₦
55215,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
55216,"  Dawaki, Gwarinpa, Abuja",₦
55217,"  Ikate Elegushi, Lekki, Lagos",₦
55218,"  Lafiaji, Lekki, Lagos",₦
55219,"  Ocean Pavilion Estate, Ologolo, Lekki, Lagos",₦
55220,"  Old Ikoyi, Ikoyi, Lagos",₦
55221,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
55222,"  Unity Estate, Magboro, Ogun",₦
55223,"  Berra Estate Off Chevron Drive, Lekki Phase 2, Lekki, Lagos",₦
55224,"  Grammar School Area, Off Awolowo Road, Ikorodu, Lagos",₦
55225,"  Off Wole Ariyo Street, Lekki Phase 1, Lekki, Lagos",₦
55226,"  Lekki Phase 1, Lekki, Lagos",₦
55227,"  Ikota, Lekki, Lagos",₦
55228,"  Ocean Bay Estate, Lafiaji, Lekki, Lagos",₦
55229,"  Ikota Villa Estate, Ikota, Lekki, Lagos","3,000,000"
55230,"  Ikota Villa Estate, Ikota, Lekki, Lagos","14,000,000"
55231,"  Subuola Street Off Ajao Road By Ogunlana Drive, Ogunlana, Surulere, Lagos","6,000,000"
55232,"  Valley View Estate Off Ebute Igbogbo Road, Ikorodu, Lagos","6,000,000"
55233,"  Southern Lake Estate Off Spg Road Lekki Lagos, Ologolo, Lekki, Lagos","13,000,000"
55234,"  Canal West Estate Osapa, Osapa, Lekki, Lagos","14,000,000"
55235,"  Ikate Elegushi, Lekki, Lagos","10,000,000"
55236,"  Lekki Phase 1, Lekki, Lagos","11,000,000"
55237,"  Ocean Pavilion Estate, Ologolo, Lekki, Lagos","10,000,000"
55238,"  Off Wole Ariyo Street, Lekki Phase 1, Lekki, Lagos","700,000"
55239,"  Maitama, Maitama District, Abuja","220,000"
55240,"  Guzape, Guzape District, Abuja","2,800,000"
55241,"  Subuola Off Semisola By Ogunlana Drive., Ogunlana, Surulere, Lagos","2,500,000"
55242,"  Lbs, Olokonla, Ajah, Lagos","650,000"
55243,"  Osapa, Lekki, Lagos","2,500,000"
55244,"  Jakande, Lekki, Lagos","3,000,000"
55245,"  Ikate Elegushi, Lekki, Lagos","4,000,000"
55246,"  Lbs, Olokonla, Ajah, Lagos","16,000,000"
55247,"  Agungi, Lekki Expressway, Lekki, Lagos","3,500,000"
55248,"  Osapa London, Osapa, Lekki, Lagos","40,000,000"
55249,"  An Estate In Chevron Drive, Lekki Phase 1, Lekki, Lagos","400,000"
